Title,Location,Company,Summary,Search_type,Date,Link,Extraction_date
Intermediary Relationship Leader,Stockholm,Cognizant,"Many years of experience working deeply with the advisory community or 20 years of general sales, marketing or analyst background.Job Posting : Oct 08 2020.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=378c43e52508f90f&fccid=2df6a1e69a70a1e7&vjs=3,2020-10-18
Redovisning- och löneassistent - Tillsvidaretjänst,Stockholm,Michael Page Sweden,Förberedning av data för internationell lönepartner.Som löneadministratör kommer du att arbeta med bland annat:Minst 1 års erfarenhet av Ekonomiarbete.,Organic,17 dagar sedan,https://se.indeed.com/rc/clk?jk=ccc7f5cf919a621a&fccid=77087bd1709a8148&vjs=3,2020-10-18
Climate Advisor,Stockholm,GoClimateNeutral Sweden AB,"The role entails data collection in close collaboration with the client, and processing data in accordance with the GHG Protocol, as well as report writing.",Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=01dace2f8d9dc2ea&fccid=b58d92832be879cf&vjs=3,2020-10-18
FPGA Design Engineer,Lund,Swedium Global Services AB,"Master’s degree or equivalent in engineering, technology or science.Experience with AXI4 and/ or PCIe.3+ years of test automation and/or script development.",Organic,23 dagar sedan,https://se.indeed.com/company/Swedium-Global-Services-AB/jobs/Fpga-Design-Engineer-928a0919621c3866?fccid=99e2b19821c2bad5&vjs=3,2020-10-18
Lead Engineer - Individual contributor track - Java,Stockholm,Klarna,"Bachelor’s degree (or higher) in Computer Science or a related discipline.Bring fresh ideas from all areas, including information retrieval, large-scale system…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=4d3a0ef5f1cebd68&fccid=e327fa7aabb6e920&vjs=3,2020-10-18
Regulatory & Start Up Specialist,Stockholm,IQVIA,"At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",Organic,11 dagar sedan,https://se.indeed.com/rc/clk?jk=6adeb864586a8d15&fccid=6b7a1dfe07e7f037&vjs=3,2020-10-18
Medical Strategy Lead Dermatology for Northern Europe (Swede...,Stockholm,UCB S.A.,Ability to critically analyze complex data.Champions scientific leadership of our data and fosters recognition of the innovative and differentiated science of…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fdd6cbaa2fcbc1de&fccid=2bc352ed2fb98aa7&vjs=3,2020-10-18
Jr Analyst/Business Controller with great VBA-skills to Larg...,Solna,MRG,"Experience from master data management, building dynamic financial data models, quickly manipulate complex data and conduct in depth analysis is preferred.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=ea8d5ac3c5ffa1ec&fccid=a00f4d10ba27f551&vjs=3,2020-10-18
Software Development Manager III,Stockholm,Discovery,"We build user experiences ranging from classic lean-back viewing to interactive learning applications.You communicate through data, dates, and facts using…",Organic,27 dagar sedan,https://se.indeed.com/rc/clk?jk=df0a9d8f96b127ce&fccid=7c83e5868cc9f23e&vjs=3,2020-10-18
Junior databaseutvikler (SQL) med «can do» attitude!,Åker,Norges Rekruttering & Bemanning,Optimalisere ytelse og forenkle leveranse av data.Vi søker kandidater som har mastergrad i Computer science og kan vise til gode resultater.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=2ed75ef5eca9fb21&fccid=7e3abf1d9aa04196&vjs=3,2020-10-18
Senior Program Manager (PMO),Stockholm,Cerner Corporation,"Master in data science , engineering or equivalent academic education with very good university degrees.Experience from consolidating and analyzing disparate…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b716a176fc1c5e75&fccid=95fa2b94b684ec6b&vjs=3,2020-10-18
"System Managers @ PDU PC, Mobility and Gateway",Göteborg,Ericsson,Bachelor or Master’s degree or higher education in a technical field related to Computer Science.We believe in trying new things and learning from our mistakes…,Organic,19 dagar sedan,https://se.indeed.com/rc/clk?jk=23adbb90fa5dd2d6&fccid=82656d64a9a3e6a7&vjs=3,2020-10-18
Partner Success Manager - Activision Blizzard Media,Stockholm,King.com,"Ability to interpret, internalize, and decision off of data.Shape the direction by delivering actionable recommendations supported by data and analysis.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=eb98f75e5666b92a&fccid=5f2cea8400b4965b&vjs=3,2020-10-18
Group Manager & System Developer - RaySearch Laboratories,Stockholm,Senterprise,"RaySearch R&D avdelning växer och behöver bli fler som vill bekämpa cancer med innovativ mjukvara.Vill du bli en del av ett svenskt, globalt tillväxtbolag i en…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d293f6bdeecc6f5c&fccid=7b11f68f7c494ce7&vjs=3,2020-10-18
Studenter till Guideline Geo Academy,Umeå,Talent(h)ify AB,Vi har vårt centrum för produktutveckling (FoU) i Umeå.Som en del av Guideline Geo Academy får du en personligt anpassad kompetensutvecklingsplan samt tillgång…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=1e9ae6ae3f3d80af&fccid=179ba25b46e17b60&vjs=3,2020-10-18
Test- och verifieringsingenjör till Vricon,Linköping,Vricon,Test och kvalitetssäkring av geospatial 3D-data.För närvarande har vi ca 40 anställda ingenjörer.Vi har en världsledande teknologi för produktion av avancerad…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=71eca20be4c7d001&fccid=7ca14285758da6d2&vjs=3,2020-10-18
Laboratory Technician – Molecular Biology,Södertälje,Anocca AB,You should have relevant life science laboratory experience and ideally hold a BSc degree in a biomedical science discipline or be a qualified Medical…,Organic,16 dagar sedan,https://se.indeed.com/rc/clk?jk=37358203d49d1438&fccid=911bd8ffc7e58026&vjs=3,2020-10-18
Solutions Architect,Stockholm,AWS EMEA SARL (Sweden Branch),Computer Science or Maths background highly desired.Experience working within the software development or Internet industries is highly desired.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=109c0adbdf3e30e3&fccid=fe2d21eef233e94a&vjs=3,2020-10-18
Product owner- Marketing & Communication,Älmhult,IKEA,"University degree in Computer science, Marketing, Communication or equivalent.As Product owner you will lead the design and development of one or more of our…",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=39b8f6b1a3b88fa0&fccid=af17ea0d1d6bbbba&vjs=3,2020-10-18
Devops Google Cloud Engineer,Göteborg,Cubane Solutions AB,Build and maintain data management with high availability and scalability.For our client we are looking for a Cloud DevOps Engineer.,Organic,13 dagar sedan,https://se.indeed.com/rc/clk?jk=20792cd6bf912948&fccid=a00e0f48d2d490c3&vjs=3,2020-10-18
UI Developer for Modeling and Simulation,Lund,Modelon,You are an experienced software engineer with high ambition contribute to the success of a new product in a growing market of advanced industrial users.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=89363bed712eb8c9&fccid=6c835b29152d28c3&vjs=3,2020-10-18
"Team Lead, Frontend",Göteborg,Annotell,We have set the foundation for a modern web application but need an experienced frontend engineer to help us take it to the next level.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7d950b0b3e88ec51&fccid=6867c79c8a40b3f4&vjs=3,2020-10-18
CTM - Clinical Trial Manager,Solna,Bristol Myers Squibb,"Experience in leading or participating as an active member of cross functional teams, task forces, or local and global initiatives.What BMS can offer you.",Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=59594c39d6cd7109&fccid=ab891284bb561914&vjs=3,2020-10-18
MSc-thesis with Transformers @H&M‘s AI Research and Explorat...,Stockholm,H&M,"Is studying machine learning, mathematics, computer science, software engineering or similar.Has experience building machine learning models in Python using…",Organic,13 dagar sedan,https://se.indeed.com/rc/clk?jk=36cce1313f1bcfec&fccid=7c13ea7d2941e927&vjs=3,2020-10-18
MSc-thesis with Transformers for time-series prediction @H&M...,Stockholm,H&M,"Is studying machine learning, mathematics, computer science, software engineering or similar.Has experience building machine learning models in Python using…",Organic,13 dagar sedan,https://se.indeed.com/rc/clk?jk=2c75d958e078dea4&fccid=7c13ea7d2941e927&vjs=3,2020-10-18
Account Manager,Stockholm,Avery Dennison,Avery Dennison (NYSE: AVY) is a global materials science company specializing in the design and manufacture of a wide variety of labeling and functional…,Organic,13 dagar sedan,https://se.indeed.com/rc/clk?jk=3c7f97fa93d700b9&fccid=c404ee662148c290&vjs=3,2020-10-18
Full-Stack Engineer (Neo4j Aura) Malmö,Malmö,Neo4j,"We hire candidates who are fundamentally wired to connect – whether that's a business opportunity, an innovative customer solution, or a feat of data…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=3191366c2137159e&fccid=22802a3c9cf9578d&vjs=3,2020-10-18
AWS Solutions Architect - Nordics Hiring Event,Stockholm,AWS EMEA SARL (Sweden Branch),"Experience designing, building, refactoring or operating large scale and impactful IT projects - either on premises or in the cloud.",Organic,8 dagar sedan,https://se.indeed.com/rc/clk?jk=6f2cdcd19e4409b0&fccid=fe2d21eef233e94a&vjs=3,2020-10-18
Architect & Senior Consultant Modern Workplace /...,Bromma,AddPro,Dina kunskaper gjorde det enkelt för dig att förklara scenariot för hur de ska flytta data och använda verktygen i Office 365 på rätt sätt.Det vi tror om dig.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=a142a1c7bedbffb2&fccid=c499f3933f4f9999&vjs=3,2020-10-18
Application Developer in C++,Göteborg,Explipro Group AB,We do not want to be contacted by staffing or recruitment companies or salesmen for advertisements.Explipro is a young and growing consultant company with a…,Organic,26 dagar sedan,https://se.indeed.com/rc/clk?jk=8c06dfa72be845cc&fccid=e634854d4eb26bb7&vjs=3,2020-10-18
IAM Technology Consultant - Sweden,Stockholm,Intragen,"Degree educated in computer Science/IT or equivalent skills.NET and/or Java/J2EE solutions.Knowledgeable of database solutions including: data analysis,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=85ab3fc7d71986e6&fccid=43e790a2b3d2e1df&vjs=3,2020-10-18
Laboratory technician in Precision Cancer Medicine,Stockholm,Karolinska Institutet (KI),"The applicant will also be expected to perform basic data analysis and enter the data to research databases, regularly present and communicate the scientific…",Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=e2dc683412e80c74&fccid=e55e4114075020ab&vjs=3,2020-10-18
Global Brand Director Immunology,Stockholm,H&P Search & Interim AB,Science/Medical degree or experience is a plus.Experiencing of launching products and/or label extensions.Develop a thorough data-based insight platform with…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=32fd98b84528eeff&fccid=0cf660bc228de943&vjs=3,2020-10-18
Senior / Clinical Research Associate - office or home based...,Uppsala,IQVIA,A Bachelor's or higher level degree in a health care or other scientific discipline or an educational equivalent.Connect to great opportunity™.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=dcc817f22a188e55&fccid=6b7a1dfe07e7f037&vjs=3,2020-10-18
Experienced Flutter Developer,Stockholm,Babyshop Group,"If a company, or sister company or any group company, in the role as resources, recruiters or directors or any other role within the mentioned companies, send…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b2c5414b1f89499f&fccid=7a44bd9cf89aa4b6&vjs=3,2020-10-18
Backend Developer,Stockholm,Bambuser,"Fetching and parsing data from third party sources in XML, JSON or other standard formats.Code examples in Github or similar.What you´ll do.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e5dab8d5e0cbf0c0&fccid=e5c7d2df2e3eb6dc&vjs=3,2020-10-18
Quality Engineer till TSS,Stockholm,Academic Work,Genom insamlande av data genom hela distributionskedjan möjliggörs även insikter som kan effektivisera leveransprocessen vilket både sparar kostnader och ökar…,Organic,17 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOK66flIUeIOMPPbmqtrUvyQIgtP78kTR6MaJXryIRLgZppILBUhiDeRcxphg4edNIawHCpTlxMA2ivkLnH3JeE9PgG-D7Z4hJSeRrkvTbaFKE8YHIVPK5KeZyvwLzDkXW-NZVyPJsOUjP7kZ0Wggm0OaOAXq5Jf-Eplrvr56ruidn1Ps8KkarQHG8JSA3Aw_hWc9pe8RqoE0Zq4oaHtB44dT-Yr5O8L7YFdPRsI3KCsNnndbpqGNOmSKsZrohz5jYdyAwf0jBS0LN6MtADixaDkZNg7nc6lTkAnxiq-2ddXN3Dt0S3n6rK1oanceUV4MRWLCx6WQwhE226Q8nMq5fMCcZJ5o4bQoB8xur7xtWUVsmnW4Rs5D_SvjIH6DpXzQI9UmQZTXrB8gU-l2nhsK2DVXCvz2WqGIiw3COE6XLgaICcPkBWJ7e-_uVJNTL9u170Iy4l9r5VB-JNEzNxAc-ZdJM_SBTxcDrQ_8e1Lp3hOiydJOi9BIuHymErMwVLgpViahlKBvL66KYbAIndHGvwxDZwRh3ZzHb9-tYPB4Zd1D6RcPh83dCUVeQdDwQwu48K_aQxkX3PIXU5ncMVpuAbRamQlj-oQRCOblJQCWLws56TVNW8q3O5T6UCS-zWwfduEwruHJCMrpkMrOsbNBUtsn94w4o6AOLOXbLk0AxY_DqyyPEBFqfst5i-Ikv7uX7PI1xH2RdNJJOiZtjv4v6bD3X6GbyXPYQWFgvxkuYU0kfagl62DRz&p=10&fvj=0&vjs=3,2020-10-18
Research scientist / Senior research scientist – RIA Bioscie...,Göteborg,Poolia Life Science,That science is only possible when we all work together – we’ll always make sure you’re clear about how your role is connected to our wider mission to really…,Organic,3 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXhdTnBjh-Hy1scBcZ56GhTG41Bs3jMXwNb0EFQyMd31n3tqSaGN8fw_5V24aYQ27VPcC2-J4Dj9KXQ-NgjZy0JtvEqzo9bU0CzvDwypc9Te7wSpie4bQQChDGoRPXPvREMXmPZ6BzyFCymZ8s6On_pw6IQjsI-DB6-gtmDPGbHvDW0PMvYIEIRsB0QFUafBRJLAWdmHKKnz9AvAEbqkjArvckVsGHGQqJKrdHmhzHfHbDzrs5OnJ7nlZiJuO3kSTI34brPCeH9FQGmGkMKZ0rCd_WTYM2YyYro9YB9ORc4ljP_qg1m4PqnYu_ejwJkWH0zGNLtQHJzP2Uk-BXh1rf8FH_9fUExscVz2HeVsMMEWK_7Zw4qBdQjHFJ34jFNcPFsEDCgK2b6oqoThVitqWD9cJkE0H-vPWzBq2FZWTXz1NW1HFVHzAA0BzcFtG1Y-e0jwWPeGuMjf-Fb5n7IAbS0z8RNY20glqldJeQ4RPd1HXXB6n-juNkliOnGI1v7r_V1C7kKti1hhqrLcKYrsFKGAcSezqnL17RQ2CGTZts6FEQ7QaafGeZBtkFYo7vANzAK4RMLazqA7YuqT76djFBN3V9zXLK1Oj5nbZFwvlexleBiGJY2DorrJlpbK2qBjj-EDJWHFZ70Scu_WNtDBz2mgv0RKlqhPlD0psIekw-90s8LEknXEIQqWV34BfyRUeod86U428QWeyYQXGJohwBDiJVwPrAClFjGKByBtKkwtpvjeEykOwdZ20mBDSBT23AmkDpDxNxMYgZdDjeTj4E1R13ulHgOC6lgjZUWIJ1WEDNAA_8GUbC&p=11&fvj=0&vjs=3,2020-10-18
Entrepreneurial Developer to future SW-centered Volvo Car,Lund,Volvo Cars,"We guess that you currently work as a Staff Engineer, Principal Engineer or alike in a tech company or that you are an experienced consultant in Embedded…",Organic,3 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dlz06xAeb47oNpufS0JEnbCgZ8nT4CDUEuPQuvPbpp1PA21F_JSmkvErOD_WUSroBsnH7CpxZEYqHtXFceuHGCQrBKHJ9R1Nd-MjxSriGjq4Qqz7ARxv6zVPI2iHjHajRltL8LsI7lNuRfyIek8yi6UO-axY_B1mdnkmJPoe0LZ_gpQgzZ4RnVrUUxTBfSEi0V1j8XxzRYtaCr9yXMFuCXdlh5pK4pbgtMtNEYA6e3VuJv2uCukfrxngIyeP_K7-F40XmAgITRN-8z_cgyBZLS6U6uCt7fyFqQTL6c-Q6ZKmUwISp4x5ML42edIRCCy4gSYrbC_NgiIbB_LbiP9h7PWCjbdSPxH2aHw9dqkKkaJdwiiT29eF1WwpmybCJSR3LJjV2b1Z-voSaxSxtxPb_L2wtxj5bEGgF-jrLMKiiXvhAp_D-xAMzyfvyQzCuFSetxGXAdPIJJZip7zIkXW1rR-4NjRCbMb_mIHMNhqMkaq3E0T-An0FD31XbzA8PsA--7pJgHWrXrecBMA5Ycv4zC-zY_bKLP5KxOLCCjhUceLF_TeRj5UprtEhRYVCY_Bf6_apc7_FMkWWvM_WxdBPBlpLA47bwtVfzWwSao9GMVLL_HQLZ1hxgPjBVMIMki_3e3U-F9eIEefjSLoyg8hNfdZ88Y-4hoOXBMt6O2EIiyx13iVXlRaJnwiOhQGVflRaxOqCG_18NCxvCskoSEN76x72yup6saJ3iow1QYlRjEMWc1HA3YLD2YawB2ow_3-EYtaEIKsFSDY9XxY3n9SevepFY6bdV_KfZRvl90H0q48vx2BGDs3LRc0pkjrqOna2SoY3Jemu-Vo0dWYYNndvWsbKk6uO4c2mdnwNqLF8JRgukPVRDDLL9mLeYeHblz71L1RNF_eSlq4faWbaEzTXz9&p=12&fvj=0&vjs=3,2020-10-18
Growth Hacker Specialist till PodMe,Stockholm,Next u,"Minst 3 års arbetslivserfarenhet på relevant roll ex data analyst, converstion manager eller digital marknadsföring.... eller på vanligt sätt längre ned.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CAIJRTi2yaH80h6k1YRjXQQyj4Z-9HwrgAMJo3LdWykQ3-5YZUdAJftyZa4GWQXxFPzl2DsXXFhDUZiubuu31vdCTRYTBeJb9D5BMKO0G6iUy1FA6t2h4MlU0-ZwAALLDWRgwFLYg1zrRP6etXlbpyoYobeLjKbHOT_mVWU2IFKCqeae5AqYL4eURXu7KfCMhSqjeHN_8tDXwl_mdwXfxpQOsuzsokVhcWN-3PIEPz1WmjldQRETxH3UJcaP3fMZmhhbLtW46C0jQcgwmomzBtdchCh72OmscOs-FHVgZnz241MB8KEYa5Du53yqkCe1KaAHlVQUg-PNaTTRbswzv-3zzWfAemGK38rPENEbjOPenFqfoZ4obUPZxX7hAKfCnQYDEBldV30L910QWiK2q1ib-afeOyCeR0-aTvLLK5_m4853B1oup1V9rFEmsYehOnXm-OoOg8y_UTHSjOnL3sd8AjlYwG1fHEp9qySDa3Nv13Sjzq_JL9a1tzIS97w5_zU_co6ShWK7Tm5AcAQxIP1_qMpN8zqHTh6nTIk95-IGA8le4YymDjmyg29MzosGpkiwyPKb2_AzIMG3zoPotH3lv8kDM4FtSedTxpx_DjqWeq29FMhM4-wHEoDWtmfBxLH_JkhWfUvpS6jMA_0ijgJLSD52vdqTq-JE1nvI5HowXRFhABgI6g6PYlyghsYPC8hxIw2sElAAtPB860LPZorfgUaLrc1uU7Zki90ZBmFvf23VP2BQr4tLNVuWlg1ZPvvS37MZ_VjHEIYN4VOM64W0q4o6efRm9idoGjZAfoi013ALlQzzsVBM1zFA_ZG7HvQQGPhwS_IxWiL7gDhKmAxB2xqVrGYviZ1eH6TZXFXyrNMluHRUR4ZFjf41jafXk=&p=13&fvj=0&vjs=3,2020-10-18
Regulatory Affairs Director,Göteborg,AstraZeneca,Advanced degree in a science related field and/or other appropriate knowledge/experience.Be willing to learn from your peers and be actively engaged in peer…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqMN9ipI0wA4CIg9Dmb-SZY8S-7k9XhWc9cN_nnGulgipFXmejcTFbnLVFOHJeuIRw6XHpZpVeRXwx5E3znhNwYmuK-NxLIZJDtg7zbhTi9ryqfJUAZUIv0Y5TPMRrJgkkou0R3_GoYK0OBtw1Y8T-msyc2F9gPSZBWwGgEfnACbe-GKGY3MY2x1OxHU6RUUvXIMTgXQMlwwqmJv0pe3T70MX1xoBBcBt6a58hqZB0AxlFvJY8ruKqDqlCMQ5v5vzTzOXQ70l48TiNHmeNgJoLsDGyciR3dXQJvD4VZWcNmVNNgHHv359OvQPDhSfRovt7dalVo4LXC2n9Zk09yacG7eQrnd_HeDNsp5PcAieWnZGOEUEh33sun1sr3DsIc6rVuhxfpZWtu0SvrtzN04pCqPBRaOecnqS7zubrmDdRTtGjE2orZb-88kzSMvCPOCWklSu8cIatYZRywzw-Izni3QlIC6B1sWhFowICjlBeFHwMcZki8IHca-eqV-lnQH-o2RNxuGDSF0AaRNa_F5kEKm5fzxwNNnm_wfqLPu43ihSLYQGPOoaPOVXqTtAOmpPZLlHOledTv_d_snXWCf3xbnGx5JGpDGCaqqd_qcypzsaBKwi6KTMIDPT3axSGNzUqTBYOQJcxvauvtHJE3TBkcUxoUn1xR8yROq_e6BQmbh0fc-pKE_-3AXaM2xvItZOLNac_cI3bGdpAkd1ECB_Kfll2BjIia8byZdYeiDr5Bicge9RjZ5EX-4AGzwTvS-XTd7sy60gGNiNj-l9xqljv&p=14&fvj=0&vjs=3,2020-10-18
BioPharmaceuticals and Oncology Research & Development Under...,Göteborg,AstraZeneca,"You will conduct hands-on data mining/machine learning projects based on specific datasets, be responsible for developing and piloting analytical tools,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqMN9ipI0wA4CIg9Dmb-SZY8S-7k9XhWc9cN_nnGulgipFXmejcTFbnLVFOHJeuIRfVXvgjsxuT2fCEkkIALl88jyCssPy-9DFwaH0D4_0-ToBFuvzYSgCANc_omB2ed-0EubSycyje6pNDt2P2_PfhrEuuf0wCzH2sDsh4QEPY49AhZbk_DYNEDyCaYkBvdTNGUqPFqrziusOpTUyexXuSddCkoC47AdzVAs8b0ysUgPFO62lVp7UTrJ5RHLDt6roQYcRj8SWBDPPVYa2la1_2MnRMpl48j9gxPw0p-UtQchdUBktvqgKS0NY_1r_15kN2ns671WopKgEgnstFx8MWQdKwEDTI3_q5XS6tTakfgqC-o0aBAstblHn30I2DSvP8q6UaMEgSa5FEGYwgEzQLB6w7NZJlxUxd6TzjtHfDNzFpxs62Vk-wzvpcsDd6JgjVepy8oq6n8_-4i0ZzX59tlSB0IvxJvrPueXwqpIU-0KoTMvBewexkt24NQO6g49HPB0290GEKl4Vq7__5uPBCxxlSo73GsKbApUtKnBz26O-MZAHh5g0pfN_LK0ItHvxGfK9corWkQHDzthSqjMKBluwpP8fSoaa3JBZYTBiUIOVWoYWZamiGc1-RZYyTjQbAJMKBaXT00mojNGs7lEkdCCTh9JbXtzdPSJLlJPPcIeRRD_UPWnrAwLncoVxLqEpbOazf0KZ6D7_ev7MH-qcJtWPKYiLCSpfCDj_icPBtWrZeqg_Pk7XCU8QH8z6tAZtN3zDD2Ad841tuAQrU-mYikz0ig31q6Ntcg6E52qG7q0fxo_nslkjENh5k0-KyyI7Mp6emghrgpCCj9i-nM8rm3w5B8PCcXY=&p=0&fvj=0&vjs=3,2020-10-18
Global Supply Strategy Director / Sr Director - Global Opera...,Gärtuna,AstraZeneca,This role will be hired at either a Director or Sr. Director level depending on the qualifications of the successful candidate.Find out more on Social Media:,Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqMN9ipI0wA4CIg9Dmb-SZY8S-7k9XhWc9cN_nnGulgipFXmejcTFbnLVFOHJeuITadUbu0dD_m5GJa3vRdYVULYb6EdRQXsGSQsuyNi_d85b9eFEEySrPmXmbkl_FRTMLpbrAqD10aMNuyvx0cwV_q0skypBpPoRK1AajgL_4g_5Mlvyhh8o1mv5WHeDyvawRoLhqNzTMFH3FWce1mKYjDSo0d_8lcioauB3WVsqDUZLDSEud95Xue_ecgM41RdqEkgD2QwiyEABQfUCqPR-R9CSHSarSVQ6ANH75tejM-qGcVEmXU7QUfrh12y2PU9Ss46ln5bFzv0kp9OttLat4XmxbCGVg3AakYLM5gVw9tulZ_FashRY4BU8QT0mSJKQYbdP8PUI9ZtLVk7zmcNNWhOPtfdTWHhJMhGc0ySyqaup5KpW_JoHKMTm9k8h6AtitsoVjOl7g8DlsVljBGZpDIxEGs3Oi8n7NUfpINNWEWuvDFJHUf7_QJPtBQEW_AvbRMB2nM7XWbrT2dQiDpxfr-q-KwMaVeG8qz2OPd7EKeueVtsecgzcS88eiAuAZzJVoR-HC-Ets96esEbCb-rBzWWSLjByobt6waYlxXpIx0Ymlp5994OVkujfDR82jdN3GIwDundFel74N7HV-l4HBFfB2QdUp5dAvb_uZtiPRrLrC3dIlHqgcb3qhOpMpBU8owZobuHOvU-MYe3S1MBEdgDplrgP5vb9UoTq_5w6pWM4w9mZedynOPNq2mSH7sXNdCSYeoSMJaXPes0_zd3CplqSnfDK1AcimvKNPnKXCXCuJbcmBTuBFc_gCVQmZYp9VQHZF4tAbUA==&p=1&fvj=0&vjs=3,2020-10-18
"Associate Principal Scientist - Peptide formulation, Advance...",Göteborg,AstraZeneca,"This is an exciting opportunity for professional growth in areas of drug development, science, and leadership.Interested? Come and join our journey.",Organic,12 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqMN9ipI0wA4CIg9Dmb-SZY8S-7k9XhWc9cN_nnGulgipFXmejcTFbnLVFOHJeuISqMHxmIiQtWfeqYlaGKJFqiI69ZjBgx-JKBYfnRiBOvSqLqnzO8f1zemaRfTL_S4ORBC4pF-X7EgYzLKcUt5HxZKsQDeq1PcRT_agZbKQS0cFVoCQb6vLXs_hur5XRVW9xIWNhOwpOCA6RRU6cVdf_ZCBjC6YB0kHOI85hfYEe4TmDHpMTDMLTy_A1djIlpRcxvUCDSXt6bHCgrMm4R2FE10RZaS9OMQMeTJt2DMTTKHdGjcJHEctInvEUgjdw-xZyfOAbZyIU8t6Biqgzb050hLAUb10ryPqeteulGu0WHhsf1fvsiYzS90v_FQgOPR7lWHzLuaXmdLmShndRpTv5RgPhotUR0RD4FyO6dlf0KY-FRMb6ngEvLwPyP_RQjXT_Ix7wPw99x8tOYZwVB4i8YPHVIKoUUP6Fy80uagpn60KH7Jd1i62Qh3NQn1DfIE_6vZ8Gq951QwUUiQzNOq49N7tD56RJFo-L9weltGQ9EIXwRqH3_1X0-KBW3wO1XGZlQfwE0szedNXCl9ozo9ufY-twReWKxzxQ_J2AVGjn1HIom0iVtl4gAxiwAFhdBdjqQFyvVHkxz7iVdau5QKZJjP2OTFl3_3A3k2j8ht46t18k0GFyzVQspSCtph-VzJTUl8Ufd4fKsdfvBa4gtCasSRTriTEyaBcU7Sv7gWMhJXfiPwyskIoG97hRL58cxErqj2BW7OV1M1W5kCkt0hYWoOlX8tiUp1k8JptYvPyM1OVNTwTdZmur3NARBdJJzzvJ_Iv6tBRWxA==&p=2&fvj=0&vjs=3,2020-10-18
